id,tm_r_sc,pos1_r_sc,pos2_r_sc,pos3_r_sc,pos4_r_sc,pos5_r_sc,tm_d_sc,pos1_d_sc,pos2_d_sc,pos3_d_sc,pos4_d_sc,pos5_d_sc,a_result
112,1.8,2.8,1.8,2.8,2.13333333333333,2.0,1.8,0.8,0.8,0.8,1.46666666666667,1.6,1
113,1.8,1.8,1.8,2.0,2.13333333333333,2.8,1.8,1.8,0.8,2.0,1.8,1.46666666666667,1
114,1.8,2.8,2.13333333333333,1.8,1.46666666666667,2.13333333333333,2.0,2.0,1.8,1.0,2.5,2.0,1
115,1.8,0.8,0.8,2.0,1.46666666666667,2.13333333333333,2.0,3.0,3.0,2.5,2.0,2.53846153846154,0
116,1.8,0.8,0.8,1.8,0.8,1.6,2.0,2.5,2.6,2.0,2.5,2.0,0
117,1.95238095238095,0.952380952380952,0.952380952380952,1.75238095238095,1.61904761904762,1.45238095238095,1.57142857142857,2.57142857142857,1.07142857142857,1.23809523809524,1.57142857142857,1.23809523809524,0
118,2.08474576271186,3.08474576271186,2.08474576271186,2.64030131826742,3.08474576271186,3.08474576271186,2.0,1.66666666666667,2.0,1.0,2.14285714285714,2.14285714285714,1
119,2.0,2.0,2.0,2.0,1.66666666666667,1.0,2.08474576271186,2.08474576271186,2.08474576271186,2.64030131826742,2.75141242937853,2.08474576271186,0
120,1.95238095238095,1.95238095238095,2.50793650793651,1.75238095238095,2.45238095238095,2.55238095238095,1.57142857142857,1.23809523809524,0.571428571428571,1.9047619047619,0.571428571428571,1.57142857142857,1
121,1.95238095238095,2.95238095238095,2.50793650793651,1.80952380952381,2.45238095238095,1.95238095238095,1.57142857142857,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,1
122,1.57142857142857,1.57142857142857,1.23809523809524,1.07142857142857,1.57142857142857,1.57142857142857,1.8,0.8,0.8,1.8,0.8,1.3,1
123,1.8,0.8,0.8,1.46666666666667,2.13333333333333,1.2,1.57142857142857,1.23809523809524,1.57142857142857,1.57142857142857,1.57142857142857,2.57142857142857,0
124,1.8,1.8,2.8,2.0,2.0,1.2,1.57142857142857,0.571428571428571,1.57142857142857,0.571428571428571,1.57142857142857,0.571428571428571,1
125,1.8,2.8,2.8,2.0,1.8,1.6,1.57142857142857,1.57142857142857,0.571428571428571,1.07142857142857,1.57142857142857,0.571428571428571,1
126,1.8,1.8,2.13333333333333,2.0,1.8,1.46666666666667,1.57142857142857,1.57142857142857,0.571428571428571,0.571428571428571,0.571428571428571,1.23809523809524,1
127,1.8,0.8,0.8,1.46666666666667,1.8,1.46666666666667,1.94117647058824,1.94117647058824,1.27450980392157,2.94117647058824,1.44117647058824,1.94117647058824,0
128,1.8,1.46666666666667,1.3,0.8,0.8,0.8,1.94117647058824,1.94117647058824,2.94117647058824,2.27450980392157,2.94117647058824,2.27450980392157,0
129,2.08474576271186,1.08474576271186,1.08474576271186,1.08474576271186,1.08474576271186,1.08474576271186,2.0,2.33333333333333,3.0,2.33333333333333,2.27272727272727,2.0,0
130,2.0,1.66666666666667,2.0,1.66666666666667,1.0,2.0,2.08474576271186,1.58474576271186,3.08474576271186,2.4180790960452,2.4180790960452,3.08474576271186,0
131,2.08474576271186,1.58474576271186,2.4180790960452,2.64030131826742,1.08474576271186,1.08474576271186,2.0,3.0,2.0,2.0,2.27272727272727,1.66666666666667,0
132,1.57142857142857,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,1.23809523809524,2.0,3.0,3.0,2.5,2.0,2.0,0
133,2.0,3.0,3.0,3.0,1.66666666666667,2.53846153846154,1.57142857142857,0.571428571428571,1.07142857142857,1.07142857142857,1.57142857142857,0.571428571428571,1
134,2.76923076923077,3.26923076923077,1.76923076923077,1.76923076923077,3.1025641025641,1.76923076923077,1.92307692307692,2.92307692307692,2.25641025641026,1.92307692307692,2.12307692307692,2.92307692307692,0
135,2.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,1.92307692307692,0.923076923076923,0.923076923076923,1.58974358974359,0.923076923076923,0.923076923076923,1
136,2.76923076923077,3.26923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,1.92307692307692,2.42307692307692,2.25641025641026,1.42307692307692,1.72307692307692,0.923076923076923,1
137,2.0,1.0,1.0,1.0,2.0,1.0,1.83720930232558,1.83720930232558,1.83720930232558,1.83720930232558,1.63720930232558,1.83720930232558,0
138,1.83720930232558,0.837209302325581,1.83720930232558,0.837209302325581,1.63720930232558,0.837209302325581,2.0,2.0,3.0,3.0,2.0,2.0,0
139,1.83720930232558,1.83720930232558,0.837209302325581,0.837209302325581,0.837209302325581,1.63720930232558,2.0,2.0,2.0,2.0,1.66666666666667,3.0,0
140,1.95238095238095,0.952380952380952,0.952380952380952,0.952380952380952,2.15238095238095,0.952380952380952,1.8,1.8,2.8,2.0,1.8,2.13333333333333,0
141,1.95238095238095,2.15238095238095,2.95238095238095,1.95238095238095,2.95238095238095,2.95238095238095,1.8,0.8,0.8,1.46666666666667,1.8,1.6,1
142,1.95238095238095,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,1.8,1.8,2.13333333333333,1.46666666666667,1.8,1.6,0
143,1.57142857142857,0.571428571428571,1.57142857142857,1.23809523809524,1.9047619047619,0.571428571428571,2.76923076923077,3.26923076923077,3.76923076923077,3.76923076923077,3.76923076923077,3.76923076923077,0
144,2.76923076923077,3.76923076923077,3.76923076923077,2.76923076923077,3.76923076923077,3.76923076923077,1.57142857142857,0.571428571428571,1.23809523809524,1.07142857142857,1.57142857142857,0.571428571428571,1
145,2.0,2.33333333333333,1.0,2.0,1.0,1.0,1.94117647058824,1.94117647058824,2.94117647058824,2.94117647058824,1.94117647058824,2.94117647058824,0
146,1.94117647058824,0.941176470588235,1.27450980392157,2.27450980392157,0.941176470588235,0.941176470588235,2.0,3.0,2.0,2.33333333333333,2.11111111111111,3.0,0
147,2.0,1.0,1.0,1.0,2.27272727272727,1.66666666666667,1.94117647058824,2.27450980392157,2.94117647058824,2.27450980392157,1.94117647058824,1.94117647058824,0
148,1.8,1.8,2.8,1.8,1.8,1.8,1.57142857142857,0.571428571428571,0.571428571428571,1.57142857142857,0.571428571428571,0.571428571428571,1
149,1.8,1.8,2.13333333333333,2.8,1.8,1.3,1.92307692307692,0.923076923076923,0.923076923076923,1.58974358974359,2.12307692307692,0.923076923076923,1
150,1.83720930232558,2.17054263565891,2.83720930232558,2.50387596899225,1.83720930232558,2.43720930232558,2.0,1.0,1.0,1.66666666666667,1.66666666666667,1.0,1
151,1.8,1.46666666666667,0.8,0.8,1.8,1.3,1.92307692307692,2.42307692307692,2.25641025641026,2.25641025641026,1.72307692307692,2.92307692307692,0
152,1.83720930232558,2.17054263565891,2.39276485788114,1.69435215946844,2.03720930232558,2.83720930232558,2.0,2.33333333333333,1.0,1.0,1.0,1.0,1
153,1.8,2.8,2.13333333333333,1.8,1.8,1.6,1.92307692307692,0.923076923076923,0.923076923076923,1.42307692307692,0.923076923076923,0.923076923076923,1
